Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
24.66,53.19,1233,407,12912,19425,938.711,1.42,1.48,9.8,1.528,0.035,1
5.311,50.27,1118,678,12778,19458,939.065,2.3,2.39,15.86,2.473,0.056,1
20.754,46.88,180,428,12771,20540,937.402,1.94,2.01,13.33,2.079,0.047,0
19.74,45.77,114,400,13174,20062,939.619,1.01,1.05,6.98,1.089,0.025,0
12.266,51.11,1208,415,12875,19425,938.771,1.92,2,13.22,2.061,0.047,1
21.01,50.1,246,400,13138,20028,939.529,0.46,0.48,3.2,0.498,0.011,1
24.55,53.52,1174,408,12908,19436,938.706,1.78,1.85,12.27,1.914,0.043,1
13.196,53.58,1099,454,12863,19449,938.83,1.8,1.87,12.4,1.933,0.044,1
22.02,49.49,37,400,13237,20172,939.705,1.68,1.75,11.58,1.805,0.041,1
-14.475,13.47,1777,400,13654,20212,936.672,0.98,1.02,6.75,1.053,0.024,0
-4.967,64.6,648,559,12859,19611,939.198,3.02,3.14,20.78,3.24,0.073,1
14.451,49.32,1220,493,12849,19424,938.878,1.93,2,13.27,2.069,0.047,1
12.152,48.56,1126,423,12874,19447,938.825,1.83,1.9,12.57,1.959,0.044,1
28.57,43.16,197,428,12769,20515,937.386,1.55,1.61,10.64,1.659,0.037,0
18.932,53.23,1023,572,12823,19477,939,1.82,1.89,12.54,1.956,0.044,1
28.82,41.49,111,400,12797,20610,937.359,1.8,1.87,12.4,1.933,0.044,0
28.7,42.48,153,417,12778,20563,937.337,1.73,1.8,11.9,1.855,0.042,0
15.293,44.26,211,424,12767,20511,937.415,1.38,1.44,9.53,1.486,0.034,0
26.2,52.04,1115,400,12891,19450,938.772,1.94,2.02,13.38,2.087,0.047,1
20.46,53.41,234,400,13146,20031,939.514,0.37,0.38,2.52,0.392,0.009,1
58.23,11.45,10144,400,13248,19372,936.703,3.13,3.25,21.54,3.359,0.076,0
-4.107,47.17,132,415,12776,20594,937.402,2.06,2.14,14.17,2.21,0.05,0
12.2,43.98,0,400,13262,21222,937.481,1.99,2.07,13.69,2.135,0.048,0
4.291,57.45,336,400,13104,19875,939.682,1.28,1.33,8.83,1.377,0.031,1
24.44,53.85,1249,415,12926,19421,938.702,1.8,1.87,12.38,1.93,0.044,1
18.6,55.37,327,400,13101,19939,939.401,0.3,0.32,2.09,0.326,0.007,1
24.71,52.94,1124,400,12901,19450,938.713,1.38,1.44,9.53,1.486,0.034,1
24.51,53.46,1096,408,12877,19444,938.786,2.23,2.31,15.32,2.39,0.054,1
19.255,51.2,1069,514,12845,19459,938.875,2.05,2.13,14.14,2.204,0.05,1
18.58,51.23,62,400,13128,20001,939.633,0.74,0.77,5.12,0.798,0.018,0
24.93,52.12,30,400,13126,20020,939.603,1.2,1.25,8.25,1.287,0.029,0
24.68,52.53,1074,545,12831,19462,938.9,2.21,2.3,15.22,2.374,0.054,1
-20.836,12.26,8699,400,13268,19450,936.726,2.33,2.42,16.06,2.505,0.057,0
18.827,51.9,998,573,12822,19472,939.04,1.81,1.89,12.49,1.948,0.044,1
26.35,48.39,977,642,12802,19487,939.1,2.16,2.24,14.86,2.318,0.052,1
-5.622,52.51,1341,411,12954,19389,938.728,1.84,1.91,12.64,1.972,0.045,1
-8.788,41.24,72,400,12790,20655,937.486,2.11,2.19,14.53,2.266,0.051,0
5.808,49.5,1258,400,12958,19412,938.69,2.28,2.37,15.7,2.448,0.055,1
-4.383,56.34,329,400,13103,19938,939.382,0.25,0.26,1.75,0.273,0.006,1
-4.081,41.96,91,400,12785,20630,937.403,1.95,2.03,13.43,2.095,0.047,0
24.66,52.67,1092,545,12833,19460,938.905,2.22,2.3,15.25,2.379,0.054,1
27.12,47.45,1191,400,12924,19431,938.691,1.51,1.57,10.39,1.62,0.037,1
24.47,53.66,1331,411,12991,19398,938.816,2.43,2.53,16.73,2.609,0.059,1
24.51,53.36,1120,490,12852,19457,938.898,1.75,1.82,12.03,1.876,0.042,1
7.123,52.18,1157,400,12980,19445,938.701,2.22,2.31,15.31,2.387,0.054,1
17.674,46.92,1067,486,12855,19462,938.913,2.02,2.1,13.91,2.169,0.049,1
31.22,19.06,0,400,13329,21007,930.915,1.12,1.17,7.72,1.204,0.027,1
25.64,49.79,908,678,12793,19516,939.103,2.6,2.7,17.89,2.79,0.063,1
28.66,42.33,209,451,12765,20511,937.347,1.81,1.88,12.46,1.943,0.044,0
18.871,52.73,986,573,12827,19486,939.035,1.48,1.54,10.21,1.593,0.036,1
12.064,47.97,1101,400,12888,19450,938.779,1.55,1.61,10.64,1.66,0.037,1
27.08,47.55,1195,401,12916,19429,938.725,1.55,1.61,10.66,1.662,0.038,1
17.62,49.78,13,400,13104,19997,939.689,0.64,0.67,4.42,0.69,0.016,0
-6.192,48.21,1329,400,12961,19399,938.739,1.65,1.71,11.34,1.768,0.04,1
40.94,23.13,24,400,13561,21179,936.845,0.82,0.85,5.62,0.876,0.02,0
22.57,53.65,78,400,13116,19974,939.611,0.62,0.64,4.25,0.662,0.015,0
8.325,42.02,159,417,12778,20563,937.321,1.77,1.83,12.15,1.895,0.043,0
15.774,46.13,86,400,12826,20688,937.5,2.22,2.3,15.26,2.379,0.054,0
26.13,52.12,1214,400,12962,19420,938.757,2.13,2.22,14.68,2.29,0.052,1
48.86,24.2,60000,8811,11430,16591,936.856,5704.96,6191.8,38600.26,6439.301,395.086,0
27.11,47.22,1107,454,12868,19453,938.832,1.74,1.81,12,1.871,0.042,1
-9.203,49.53,46,400,13248,20210,939.734,2.75,2.86,18.96,2.956,0.067,1
24.47,53.33,1027,534,12834,19468,938.916,2.07,2.15,14.25,2.223,0.05,1
26.88,48.11,1377,400,12972,19390,938.706,2.23,2.32,15.34,2.393,0.054,1
20.88,50.14,289,400,13116,19972,939.432,0.35,0.36,2.39,0.372,0.008,1
43.03,30.25,7492,400,12977,19476,936.856,0.39,0.41,2.71,0.422,0.01,0
56.55,18.29,60000,31742,10779,15551,936.779,12169.94,27595.52,46194.97,30942.949,14808.195,0
-3.805,48.86,104,400,13230,20116,939.66,2.48,2.58,17.06,2.66,0.06,1
18.5,55.79,279,400,13121,19986,939.48,0.52,0.54,3.6,0.561,0.013,1
20.74,51.08,319,400,13110,19953,939.415,0.23,0.24,1.62,0.252,0.006,1
13.945,52.86,1126,400,12894,19453,938.762,2.35,2.45,16.2,2.526,0.057,1
28.69,41.8,139,402,12791,20590,937.341,1.92,1.99,13.18,2.056,0.046,0
24.86,50.88,1128,617,12810,19443,939.015,2.25,2.34,15.5,2.417,0.055,1
12.718,53.7,1074,609,12803,19460,939.054,2.02,2.1,13.94,2.173,0.049,1
26.41,50.67,1120,400,12907,19448,938.761,1.51,1.57,10.41,1.624,0.037,1
-7.39,50.85,27,400,13253,20194,939.684,2.13,2.21,14.64,2.283,0.052,1
27.08,47.36,1113,410,12886,19454,938.807,1.38,1.43,9.47,1.476,0.033,1
29.42,40.3,18,420,12868,20775,937.609,1.96,2.04,13.5,2.106,0.048,0
11.226,51.57,1090,635,12797,19464,939.084,1.98,2.05,13.6,2.121,0.048,1
18.5,56.06,341,400,13092,19932,939.372,0.35,0.36,2.41,0.376,0.008,1
20.48,53.72,388,400,12985,19869,939.21,0.49,0.51,3.39,0.528,0.012,1
16.96,53.23,1132,490,12849,19453,938.92,1.84,1.92,12.69,1.979,0.045,1
14.587,51.62,113,400,13177,20065,939.619,0.93,0.97,6.43,1.003,0.023,0
18.38,56.38,264,400,13131,20004,939.498,0.48,0.5,3.29,0.513,0.012,1
53.52,12.2,2432,400,13583,20050,936.674,0.88,0.92,6.08,0.948,0.021,0
-5.241,55.9,378,400,13048,19887,939.291,0.31,0.33,2.16,0.337,0.008,1
24.58,53.15,1218,440,12867,19422,938.805,1.67,1.73,11.47,1.789,0.04,1
26.277,53.36,19,400,12877,19835,939.803,0.25,0.26,1.7,0.264,0.006,0
24.48,53.26,1103,512,12848,19448,938.879,1.75,1.82,12.06,1.88,0.042,1
20.96,50.03,260,400,13126,19999,939.49,0.4,0.41,2.73,0.426,0.01,1
12.714,53.68,1140,410,12884,19437,938.757,1.61,1.67,11.07,1.727,0.039,1
26.95,47.5,1166,522,12840,19437,938.86,1.96,2.04,13.51,2.106,0.048,1
19.291,51.83,34,400,13201,20130,939.572,1.1,1.15,7.6,1.185,0.027,0
-3.266,51.33,695,719,12771,19564,939.112,2.46,2.56,16.96,2.645,0.06,1
26.47,46.39,70,401,12826,20695,937.533,1.73,1.8,11.89,1.854,0.042,0
24.49,53.52,1346,410,12948,19391,938.692,2.24,2.32,15.39,2.399,0.054,1
19.99,61.52,193,400,13184,20019,939.701,2.18,2.26,14.97,2.335,0.053,1
10.646,52.67,1214,400,12958,19417,938.749,2.17,2.25,14.91,2.324,0.052,1
18.03,53.09,70,400,13194,20102,939.651,1.16,1.2,7.95,1.24,0.028,0
20.74,53.39,191,400,13161,20070,939.595,0.74,0.77,5.11,0.797,0.018,1
22.43,47.76,53,400,13261,20160,939.658,2.5,2.6,17.21,2.684,0.061,1
24.82,52.32,1199,420,12873,19435,938.811,2.15,2.23,14.78,2.305,0.052,1
27.49,42.4,64,415,12827,20709,937.582,2.35,2.44,16.16,2.519,0.057,0
17.538,53.4,1132,502,12846,19441,938.914,1.84,1.91,12.65,1.972,0.045,1
22.3,48.41,39,400,13243,20182,939.672,2.15,2.23,14.77,2.302,0.052,1
-5.115,41.52,125,400,12786,20583,937.34,1.74,1.81,11.98,1.868,0.042,0
29.8,39.23,49,417,12833,20732,937.572,1.91,1.98,13.12,2.046,0.046,0
19.503,49.15,1182,536,12833,19441,938.866,1.71,1.78,11.79,1.838,0.042,1
26.69,48.56,1299,406,12991,19399,938.853,1.73,1.8,11.92,1.859,0.042,1
20.95,51.23,362,400,13050,19897,939.265,0.42,0.44,2.88,0.449,0.01,1
40.97,24.81,183,400,13517,21018,936.846,0.81,0.84,5.56,0.867,0.02,0
19.752,47.36,1287,426,12911,19411,938.707,1.75,1.82,12.04,1.877,0.042,1
24.57,56.97,0,400,12738,19773,939.846,0.12,0.16,0.74,0.167,0.035,0
14.429,51.56,1182,471,12858,19427,938.863,1.93,2,13.27,2.07,0.047,1
-16.153,23.2,60000,31565,10784,15452,936.798,10479.26,24220.91,38624.1,27193.262,13196.57,0
29.03,41.74,31,401,12840,20755,937.583,1.73,1.8,11.92,1.859,0.042,0
17.55,52.07,0,400,13200,20114,939.625,0.75,0.78,5.14,0.801,0.018,0
25.92,53.47,1287,400,12991,19408,938.701,1.85,1.92,12.73,1.985,0.045,1
33.79,32.13,263,3860,12489,19737,931.054,48.03,49.9,330.58,51.551,1.164,1
-13.743,50.63,1379,420,12955,19380,938.75,1.94,2.01,13.32,2.077,0.047,1
20.685,52.99,1235,405,12912,19420,938.689,1.53,1.59,10.56,1.646,0.037,1
16.82,51.72,88,400,13107,19969,939.596,0.79,0.82,5.44,0.848,0.019,0
18.67,56.16,376,400,13042,19884,939.266,0.36,0.37,2.47,0.385,0.009,1
-4.833,51.88,333,400,13098,19931,939.341,0.31,0.32,2.13,0.332,0.007,1
26.92,44.83,15,431,12861,20767,937.599,1.96,2.03,13.48,2.102,0.047,0
28.31,43.75,159,422,12780,20555,937.34,1.75,1.82,12.06,1.88,0.042,0
26.72,48.68,1163,400,12929,19438,938.7,1.87,1.94,12.84,2.003,0.045,1
13.644,46.7,97,400,13198,21059,937.047,2,2.08,13.76,2.146,0.048,0
20.67,62.91,764,819,12720,19550,939.154,2.4,2.49,16.51,2.575,0.058,1
-4.317,56.51,278,400,13120,19992,939.517,0.63,0.65,4.31,0.672,0.015,1
19.89,53.9,0,400,13267,20237,939.735,2.71,2.82,18.66,2.91,0.066,1
27.12,47.22,1172,413,12876,19440,938.804,1.68,1.75,11.59,1.807,0.041,1
-6.632,50.12,201,400,13155,20076,939.607,0.86,0.9,5.94,0.926,0.021,1
23.183,51.97,79,400,13109,19976,939.613,0.61,0.64,4.23,0.659,0.015,0
26.99,47.59,1157,403,12902,19440,938.726,1.3,1.35,8.94,1.394,0.031,1
-5.242,56.16,380,400,13050,19889,939.287,0.31,0.32,2.13,0.332,0.007,1
-10.708,12.73,1611,400,13681,20258,936.686,0.77,0.8,5.32,0.829,0.019,0
12.012,47.81,1233,436,12863,19423,938.791,1.67,1.74,11.51,1.795,0.041,1
-7.151,55.07,197,400,13154,20070,939.624,0.85,0.89,5.88,0.917,0.021,1
24.47,53.66,1186,413,12875,19429,938.773,1.76,1.83,12.14,1.893,0.043,1
25.84,48.94,202,440,12771,20525,937.358,1.58,1.64,10.89,1.698,0.038,0
38.68,41.41,7569,400,13019,19478,936.906,0.37,0.39,2.58,0.402,0.009,0
37.56,15.03,416,3844,12429,20045,930.878,1.23,1.27,8.43,1.315,0.03,1
19.697,54.33,8,400,13212,20161,939.602,1.07,1.12,7.39,1.152,0.026,0
14.85,47.17,925,400,13030,19492,938.739,2.14,2.22,14.71,2.294,0.052,1
20.61,51.6,278,400,13121,19984,939.481,0.36,0.37,2.45,0.382,0.009,1
12.15,56.43,15,400,12882,19837,939.793,0.21,0.22,1.47,0.229,0.005,0
-5.421,47.26,76,400,12788,20676,937.464,1.84,1.91,12.67,1.976,0.045,0
13.529,47.78,1051,598,12817,19469,939.069,2.18,2.27,15.03,2.344,0.053,1
24.52,51.8,1105,657,12791,19448,939.091,2.09,2.17,14.38,2.242,0.051,1
-7.475,48.37,37,400,13260,20184,939.669,2.23,2.32,15.37,2.397,0.054,1
22.38,47.8,36,400,13254,20190,939.657,2.09,2.17,14.4,2.245,0.051,1
26.57,49.24,1140,400,12893,19456,938.762,1.78,1.85,12.27,1.913,0.043,1
16,56.66,0,400,13112,20016,939.715,0.63,0.65,4.3,0.671,0.015,0
-19.056,48.34,1321,400,12964,19394,938.753,2.07,2.15,14.22,2.218,0.05,1
18.253,54.02,1197,402,12925,19428,938.704,1.78,1.85,12.26,1.912,0.043,1
24.3,53.39,1059,623,12812,19474,939.056,1.93,2.01,13.29,2.073,0.047,1
24.442,40.91,21,404,12863,20776,937.617,2.18,2.26,14.98,2.337,0.053,0
-6.094,55.45,211,400,13143,20046,939.629,0.76,0.79,5.21,0.813,0.018,1
8.449,47.13,1005,400,13012,19476,938.721,2.32,2.41,15.94,2.486,0.056,1
-14.467,47.62,1339,400,12969,19403,938.699,1.79,1.86,12.31,1.92,0.043,1
28.01,38.07,0,400,13348,21170,937.45,2.11,2.2,14.55,2.269,0.051,0
-9.266,40.65,67,400,12784,20658,937.492,2.34,2.44,16.13,2.515,0.057,0
23.089,50.62,0,400,12630,19711,939.813,0.11,0.2,0.52,0.216,0.085,0
19.619,53.9,1178,400,12917,19433,938.731,1.7,1.77,11.7,1.825,0.041,1
2.712,41.84,159,436,12774,20564,937.284,1.89,1.96,13.02,2.03,0.046,0
20.9,50.17,312,400,13109,19949,939.413,0.3,0.31,2.05,0.32,0.007,1
-1.873,57,917,712,12766,19496,939.083,2.41,2.5,16.56,2.583,0.058,1
-4.399,52.82,247,400,13138,20027,939.5,0.5,0.52,3.41,0.532,0.012,1
7.492,40.5,71,449,12778,20692,937.533,2.03,2.11,14,2.183,0.049,0
-4.465,29.01,60000,7895,11455,16806,936.86,2958.44,3073.71,20361.72,3175.17,71.715,0
26.68,48.78,1170,400,12924,19437,938.706,1.54,1.6,10.59,1.652,0.037,1
9.66,52.8,1078,400,12990,19456,938.73,2.17,2.26,14.94,2.33,0.053,1
20.073,54.12,0,400,12419,18998,939.725,0,0,0,0,0,0
19.83,53.9,61,400,13246,20157,939.668,2.25,2.33,15.46,2.411,0.054,1
-11.102,47.57,1318,400,12961,19403,938.735,2.2,2.28,15.13,2.36,0.053,1
-8.654,53.03,128,400,13192,20139,939.687,2,2.08,13.75,2.144,0.048,1
-4.081,50.31,278,400,13124,19987,939.436,0.37,0.39,2.56,0.4,0.009,1
19.465,48.08,205,433,12771,20518,937.397,1.32,1.37,9.06,1.413,0.032,0
-4.52,56.61,743,717,12782,19550,939.146,2.79,2.9,19.21,2.995,0.068,1
20.373,47.46,1187,406,12919,19434,938.671,1.85,1.92,12.72,1.984,0.045,1
26.1,50.14,990,611,12816,19486,939.087,2.24,2.32,15.4,2.402,0.054,1
48.9,24.11,60000,8811,11425,16588,936.863,5688.21,6230.18,38344.81,6488.047,448.832,0
18.098,48.97,21,400,13208,20136,939.643,1.12,1.16,7.7,1.201,0.027,0
-14.556,52.42,1366,411,12977,19386,938.746,1.6,1.66,11.02,1.718,0.039,1
-0.208,47.83,111,400,13230,20090,939.637,1.94,2.02,13.35,2.082,0.047,1
28.72,41.68,131,400,12789,20594,937.344,1.64,1.7,11.27,1.757,0.04,0
-3.978,47.33,125,400,13213,20091,939.667,2.14,2.23,14.76,2.301,0.052,1
-8.364,46.93,124,411,12774,20625,937.49,2.02,2.1,13.89,2.165,0.049,0
27.12,47.3,1237,404,12912,19426,938.732,1.56,1.62,10.73,1.673,0.038,1
26.71,48.64,1406,419,12972,19377,938.701,1.62,1.69,11.17,1.741,0.039,1
15.609,53.03,1117,613,12807,19437,939.025,2.12,2.2,14.59,2.275,0.051,1
28.5,42.77,177,429,12772,20542,937.324,1.91,1.99,13.18,2.055,0.046,0
22.15,49.22,34,400,13248,20179,939.696,2.39,2.48,16.43,2.561,0.058,1
19.81,50.49,374,400,13060,19894,939.282,0.29,0.3,2,0.311,0.007,1
40.8,13.61,0,2943,12591,20324,930.941,0.64,0.67,4.41,0.688,0.016,1
18.335,19.59,42260,852,12573,18596,936.927,1.27,1.32,8.77,1.367,0.031,0
26.41,45.81,189,449,12763,20534,937.341,1.91,1.99,13.18,2.055,0.046,0
11.117,47.39,1019,620,12808,19472,939.082,2.15,2.24,14.81,2.31,0.052,1
22.22,48.5,49,400,13261,20165,939.624,2.1,2.18,14.43,2.251,0.051,1
10.413,47.82,1073,629,12797,19449,939.098,2.07,2.15,14.27,2.226,0.05,1
25.45,48.39,1385,433,12960,19378,938.733,1.87,1.94,12.87,2.007,0.045,1
26.5,46.23,87,402,12820,20679,937.508,2.23,2.32,15.37,2.397,0.054,0
27.98,40.17,87,449,12816,20693,937.576,1.93,2.01,13.3,2.074,0.047,0
10.322,16.42,51,400,13557,21110,936.81,0.95,0.99,6.53,1.019,0.023,0
25.79,47.96,131,406,12782,20589,937.357,1.69,1.76,11.64,1.815,0.041,0
26.886,51.51,27,400,12961,19881,939.793,0.14,0.15,0.99,0.154,0.003,0
14.126,48.07,1220,401,12938,19427,938.721,1.8,1.87,12.41,1.936,0.044,1
14.134,41.68,0,400,13470,21238,937.04,1.62,1.68,11.16,1.741,0.039,0
21.59,50.14,141,400,13186,20122,939.7,1.27,1.32,8.75,1.365,0.031,1
24.64,53.06,1134,404,12875,19446,938.764,1.83,1.9,12.57,1.961,0.044,1
27.14,47.29,1230,404,12905,19418,938.728,1.82,1.89,12.51,1.951,0.044,1
5.07,42.15,61,400,12786,20695,937.554,2.06,2.14,14.2,2.214,0.05,0
31.5,56.55,3386,400,13242,19775,936.916,0.53,0.55,3.66,0.571,0.013,0
21.94,49.73,12,400,13268,20254,939.743,2.59,2.69,17.83,2.78,0.063,1
-7.435,48.95,42,400,13246,20175,939.673,2.12,2.2,14.6,2.277,0.051,1
-3.491,50.88,122,400,13209,20092,939.669,1.93,2,13.26,2.068,0.047,1
27.05,47.43,1321,400,12956,19404,938.714,1.7,1.76,11.67,1.819,0.041,1
14.795,48.19,184,441,12762,20542,937.361,1.72,1.78,11.8,1.841,0.042,0
11.99,57.39,12,400,12894,19846,939.781,0.17,0.18,1.18,0.185,0.004,0
18.58,55.16,320,400,13105,19944,939.396,0.36,0.37,2.46,0.384,0.009,1
-21.268,49.78,1295,400,12981,19401,938.701,1.57,1.63,10.82,1.687,0.038,1
12.008,38.41,0,400,13338,21184,937.458,1.94,2.01,13.34,2.081,0.047,0
26.1,48.02,188,436,12765,20536,937.377,1.5,1.55,10.29,1.605,0.036,0
12.176,52.93,1164,432,12874,19438,938.812,2.02,2.1,13.91,2.17,0.049,1
20.85,47.59,1117,555,12823,19451,938.893,1.85,1.92,12.72,1.984,0.045,1
26.81,47.92,1065,513,12844,19462,938.911,1.91,1.98,13.14,2.05,0.046,1
21.785,50.64,2,401,12564,19650,939.784,0,0.01,0,0.009,0.005,0
27.08,47.05,1143,534,12836,19449,938.91,2.39,2.48,16.46,2.567,0.058,1
25.78,52.97,1017,589,12825,19487,939.046,1.95,2.03,13.42,2.093,0.047,1
29.86,38.87,20,413,12864,20768,937.605,2.31,2.4,15.89,2.478,0.056,0
26.871,52.19,7,400,13081,19964,939.721,0.56,0.58,3.87,0.604,0.014,0
26.68,45.75,64,420,12831,20720,937.561,2.12,2.21,14.62,2.28,0.052,0
-0.876,47.81,1366,413,12988,19386,938.791,2.08,2.16,14.31,2.231,0.05,1
26.95,44.53,64,448,12791,20700,937.497,2.16,2.25,14.88,2.32,0.052,0
-6.678,54.77,183,400,13162,20078,939.595,0.62,0.65,4.29,0.668,0.015,1
-6.419,50.17,201,400,13157,20061,939.602,0.56,0.58,3.83,0.598,0.013,1
11.073,47.55,1007,620,12811,19473,939.087,2.11,2.19,14.51,2.262,0.051,1
26.09,52.59,1304,400,12987,19402,938.702,1.87,1.94,12.85,2.003,0.045,1
14.243,49.62,1141,400,12953,19441,938.739,2.07,2.15,14.25,2.222,0.05,1
24.51,53.44,1174,402,12886,19437,938.782,1.86,1.93,12.79,1.995,0.045,1
12.015,51.97,1149,416,12879,19436,938.797,1.82,1.89,12.49,1.948,0.044,1
19.332,54.06,1088,400,12943,19454,938.698,1.91,1.99,13.17,2.054,0.046,1
27.02,47.68,1115,400,12933,19451,938.73,1.86,1.93,12.81,1.998,0.045,1
18.98,48.14,50,400,13123,19999,939.613,0.78,0.81,5.39,0.84,0.019,0
15.75,50.26,2,400,13022,19938,939.763,0.19,0.2,1.33,0.208,0.005,0
14.626,47.68,174,438,12773,20541,937.361,1.72,1.78,11.82,1.843,0.042,0
1.039,29.77,56910,1073,12461,18407,936.854,64.81,67.34,446.07,69.559,1.571,0
24.391,54,22,400,12695,19733,939.815,0.03,0.03,0.15,0.036,0.008,0
12.68,51.02,1059,416,12878,19460,938.793,2.11,2.19,14.53,2.266,0.051,1
-7.932,55.39,174,400,13169,20095,939.657,0.94,0.98,6.47,1.009,0.023,1
13.844,48.27,1111,400,12897,19452,938.74,1.91,1.98,13.11,2.045,0.046,1
-1.646,47.14,122,400,13227,20093,939.626,1.75,1.82,12.07,1.883,0.043,1
24.75,52.44,1392,412,12955,19387,938.718,1.63,1.7,11.23,1.752,0.04,1
7.639,52.63,929,612,12813,19486,939.088,2.35,2.44,16.19,2.525,0.057,1
26.75,48.34,1069,428,12879,19460,938.792,2.02,2.09,13.88,2.164,0.049,1
26.81,45.14,0,400,13195,21027,937.476,1.84,1.91,12.66,1.974,0.045,0
19.7,54.64,97,400,13211,20174,939.636,1.94,2.01,13.32,2.077,0.047,1
20.792,49.08,1226,400,12920,19432,938.71,1.82,1.89,12.54,1.956,0.044,1
26.88,48.05,1321,400,12965,19393,938.702,1.96,2.04,13.49,2.103,0.047,1
17.62,51.38,0,400,13192,20100,939.638,0.77,0.8,5.27,0.822,0.019,0
48.38,23.24,14132,552,12736,19061,936.902,0.93,0.97,6.4,0.998,0.023,0
24.48,55.63,858,659,12795,19516,939.092,2.39,2.49,16.48,2.57,0.058,1
-8.885,55.71,38,400,13244,20229,939.633,2.36,2.46,16.27,2.537,0.057,1
12.135,47.18,1182,426,12875,19440,938.814,1.48,1.54,10.21,1.592,0.036,1
26.58,49.12,1308,400,12992,19403,938.815,1.66,1.72,11.42,1.782,0.04,1
-4.856,51.48,351,400,13074,19906,939.319,0.29,0.3,2.01,0.314,0.007,1
12.216,53.63,1193,406,12879,19434,938.773,1.81,1.88,12.45,1.941,0.044,1
26.26,46.49,146,421,12779,20573,937.32,1.79,1.86,12.33,1.923,0.043,0
-8.75,41.45,92,400,12787,20644,937.495,1.86,1.93,12.77,1.991,0.045,0
24.76,52.47,1369,408,12961,19391,938.725,2.08,2.16,14.3,2.23,0.05,1
14.523,51.53,1172,419,12890,19429,938.796,1.79,1.86,12.33,1.923,0.043,1
22.21,54.56,293,400,13136,19922,939.692,1.94,2.01,13.34,2.08,0.047,1
8.526,47.7,1057,647,12805,19475,939.066,1.88,1.95,12.93,2.016,0.046,1
-8.415,47.12,107,400,12779,20629,937.475,1.92,1.99,13.21,2.059,0.047,0
24.54,53.5,1186,409,12902,19432,938.709,1.74,1.81,11.99,1.87,0.042,1
16.85,49.65,19,400,13061,19952,939.74,0.36,0.37,2.48,0.386,0.009,0
-5.4,48.03,64,400,13250,20159,939.64,1.95,2.03,13.41,2.092,0.047,1
26.25,48.45,977,657,12798,19488,939.051,2.05,2.13,14.11,2.2,0.05,1
18.815,51.45,1013,582,12822,19478,939.038,1.85,1.92,12.75,1.987,0.045,1
11.54,56.76,0,400,12786,19790,939.827,0.29,0.32,1.95,0.338,0.027,0
-4.517,56.26,329,400,13100,19937,939.384,0.41,0.43,2.83,0.442,0.01,1
43.46,29.81,5586,400,13048,19603,936.879,0.81,0.84,5.54,0.865,0.02,0
23.466,56.66,2,400,12645,19709,939.783,0.15,0.24,0.85,0.264,0.085,0
-9.095,45.7,69,400,12781,20657,937.485,1.75,1.82,12.04,1.877,0.042,0
15.532,49.32,1178,406,12895,19437,938.773,1.62,1.68,11.14,1.737,0.039,1
20.78,51.95,371,400,13046,19890,939.254,0.31,0.32,2.14,0.334,0.008,1
20.249,52.5,1218,555,12835,19424,938.907,1.75,1.82,12.03,1.876,0.042,1
22.26,57.26,774,729,12766,19535,939.134,2.63,2.73,18.1,2.823,0.064,1
26.13,52.37,1120,400,12936,19442,938.722,1.69,1.76,11.63,1.813,0.041,1
13.041,52.92,1128,442,12871,19453,938.801,2.05,2.13,14.1,2.199,0.05,1
12.422,47.16,1084,625,12808,19455,939.041,2.4,2.5,16.53,2.578,0.058,1
22.52,47.68,220,400,13161,19986,939.696,1.83,1.9,12.58,1.962,0.044,1
26.48,45.95,82,409,12784,20659,937.511,2.37,2.46,16.33,2.546,0.058,0
24.853,55.26,1,400,13141,20044,939.638,0.92,0.95,6.31,0.984,0.022,0
-11.608,12.78,1775,400,13652,20222,936.685,0.81,0.84,5.56,0.867,0.02,0
7.796,48.29,1076,648,12800,19468,939.068,2.49,2.58,17.11,2.668,0.06,1
17.143,49.65,1176,415,12897,19431,938.715,1.42,1.48,9.77,1.524,0.034,1
0.66,47.26,187,445,12761,20531,937.349,1.95,2.02,13.4,2.09,0.047,0
19.98,52.94,32,400,13247,20210,939.706,2.77,2.88,19.07,2.973,0.067,1
26.23,50.26,956,400,13010,19489,938.724,2.45,2.55,16.88,2.632,0.059,1
19.177,53.48,1189,400,12914,19436,938.695,1.68,1.74,11.54,1.8,0.041,1
26.23,51.66,1046,480,12861,19465,938.889,1.84,1.91,12.64,1.972,0.045,1
24.75,52.76,1222,400,12922,19423,938.676,1.76,1.83,12.15,1.894,0.043,1
-5.063,42.75,128,400,12795,20592,937.343,1.61,1.68,11.11,1.732,0.039,0
-4.142,54.02,287,400,13110,19973,939.471,0.25,0.26,1.7,0.265,0.006,1
20.837,52.67,1118,555,12832,19449,938.892,2.15,2.23,14.77,2.303,0.052,1
-20.435,49.62,1323,400,12977,19397,938.746,1.92,2,13.22,2.062,0.047,1
15.976,48.06,1143,470,12861,19450,938.917,2.32,2.41,15.99,2.493,0.056,1
20.75,55.09,406,427,12927,19843,939.21,1.41,1.47,9.71,1.514,0.034,1
2.717,48.42,1046,699,12776,19472,939.068,2.47,2.57,17.02,2.654,0.06,1
